city,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
New York City,2020-01-01,3.6,1.7,5.0,0.0,0.0,264.0,17.3,NULL,1008.2,NULL
New York City,2020-01-02,4.7,0.6,8.9,0.0,0.0,218.0,12.4,NULL,1013.9,NULL
New York City,2020-01-03,7.6,6.7,8.3,2.8,0.0,257.0,8.4,NULL,1010.2,NULL
New York City,2020-01-04,8.2,6.7,9.4,5.3,0.0,325.0,5.7,NULL,1003.7,NULL
New York City,2020-01-05,4.6,2.8,7.2,0.0,0.0,300.0,8.2,NULL,1010.1,NULL
New York City,2020-01-06,4.0,0.6,7.2,0.8,30.0,256.0,15.9,NULL,1015.3,NULL
New York City,2020-01-07,4.7,3.3,6.7,0.0,0.0,286.0,10.4,NULL,1016.2,NULL
New York City,2020-01-08,2.6,-0.6,6.7,0.0,0.0,269.0,13.4,NULL,1016.6,NULL
New York City,2020-01-09,-0.6,-3.3,2.2,0.0,0.0,300.0,9.1,NULL,1038.8,NULL
New York City,2020-01-10,6.4,1.1,11.7,0.0,0.0,265.0,14.5,NULL,1034.5,NULL
New York City,2020-01-11,14.6,11.1,18.3,0.0,0.0,192.0,13.3,NULL,1023.3,NULL
New York City,2020-01-12,15.7,9.4,19.4,1.0,0.0,247.0,15.5,NULL,1018.1,NULL
New York City,2020-01-13,6.1,1.7,7.8,0.0,0.0,13.0,10.4,NULL,1029.0,NULL
New York City,2020-01-14,6.3,5.0,7.8,0.5,0.0,38.0,9.9,NULL,1025.3,NULL
New York City,2020-01-15,8.2,6.1,11.7,0.0,0.0,286.0,9.0,NULL,1020.9,NULL
New York City,2020-01-16,6.7,2.2,10.0,1.3,0.0,274.0,10.6,NULL,1015.1,NULL
New York City,2020-01-17,-1.2,-3.9,2.2,0.0,0.0,321.0,8.8,NULL,1034.7,NULL
New York City,2020-01-18,-2.2,-5.0,2.8,7.9,0.0,213.0,10.2,NULL,1028.5,NULL
New York City,2020-01-19,4.0,0.6,7.2,0.0,0.0,269.0,10.2,NULL,1008.9,NULL
New York City,2020-01-20,-1.7,-5.0,2.8,0.0,0.0,328.0,9.1,NULL,1024.2,NULL
New York City,2020-01-21,-1.5,-4.4,3.3,0.0,0.0,324.0,8.9,NULL,1030.8,NULL
New York City,2020-01-22,1.0,-2.2,5.6,0.0,0.0,286.0,8.1,NULL,1031.3,NULL
New York City,2020-01-23,3.5,0.0,7.2,0.0,0.0,264.0,7.5,NULL,1029.4,NULL
New York City,2020-01-24,6.5,3.3,11.7,0.0,0.0,32.0,10.6,NULL,1027.4,NULL
New York City,2020-01-25,6.6,4.4,10.0,22.4,0.0,23.0,22.9,NULL,1014.5,NULL
New York City,2020-01-26,5.5,3.3,8.9,0.0,0.0,260.0,14.9,NULL,1009.3,NULL
New York City,2020-01-27,5.1,3.3,8.3,0.0,0.0,257.0,14.7,NULL,1006.6,NULL
New York City,2020-01-28,4.9,3.9,7.2,0.0,0.0,306.0,6.3,NULL,1010.2,NULL
New York City,2020-01-29,3.5,1.1,7.2,0.0,0.0,338.0,7.8,NULL,1018.2,NULL
New York City,2020-01-30,1.3,-1.7,4.4,0.0,0.0,26.0,10.7,NULL,1026.3,NULL
New York City,2020-01-31,4.3,2.2,6.1,0.5,0.0,43.0,7.5,NULL,1026.0,NULL
New York City,2020-02-01,4.8,3.9,6.1,0.0,0.0,272.0,8.7,NULL,1013.5,NULL
New York City,2020-02-02,3.9,2.2,6.1,2.3,0.0,252.0,12.7,NULL,1002.2,NULL
New York City,2020-02-03,8.0,2.8,13.9,0.0,0.0,247.0,10.8,NULL,1009.1,NULL
New York City,2020-02-04,9.5,6.1,13.9,0.0,0.0,326.0,7.3,NULL,1009.4,NULL
New York City,2020-02-05,6.0,4.4,10.6,0.5,0.0,5.0,10.0,NULL,1015.5,NULL
New York City,2020-02-06,4.7,3.3,5.6,15.7,0.0,41.0,17.9,NULL,1003.7,NULL
New York City,2020-02-07,5.5,1.7,12.2,7.1,0.0,326.0,20.6,NULL,991.2,NULL
New York City,2020-02-08,2.6,0.0,6.1,0.0,0.0,264.0,14.2,NULL,1020.5,NULL
New York City,2020-02-09,4.1,1.1,7.2,0.0,0.0,30.0,14.0,NULL,1031.5,NULL
New York City,2020-02-10,6.4,5.6,7.8,8.9,0.0,243.0,13.6,NULL,1022.3,NULL
New York City,2020-02-11,7.6,6.1,9.4,7.4,0.0,345.0,4.7,NULL,1013.8,NULL
New York City,2020-02-12,5.9,4.4,8.3,4.8,0.0,261.0,9.0,NULL,1020.3,NULL
New York City,2020-02-13,4.7,2.8,6.1,6.9,0.0,310.0,6.4,NULL,1007.8,NULL
New York City,2020-02-14,0.8,-5.6,4.4,0.0,0.0,310.0,9.6,NULL,1024.9,NULL
New York City,2020-02-15,-3.4,-7.2,0.0,0.0,0.0,285.0,11.9,NULL,1035.1,NULL
New York City,2020-02-16,2.9,-1.1,7.8,0.0,0.0,256.0,12.1,NULL,1022.5,NULL
New York City,2020-02-17,6.9,3.9,11.1,0.0,0.0,356.0,8.7,NULL,1024.2,NULL
New York City,2020-02-18,6.1,3.9,8.9,0.0,0.0,44.0,15.8,NULL,1022.8,NULL
New York City,2020-02-19,7.1,2.2,11.1,0.0,0.0,310.0,7.4,NULL,1023.0,NULL
New York City,2020-02-20,1.0,-1.7,2.8,0.0,0.0,313.0,9.4,NULL,1030.8,NULL
New York City,2020-02-21,-0.6,-3.9,3.3,0.0,0.0,310.0,12.4,NULL,1031.4,NULL
New York City,2020-02-22,4.4,-0.6,10.6,0.0,0.0,259.0,17.4,NULL,1024.6,NULL
New York City,2020-02-23,7.6,2.2,13.9,0.0,0.0,233.0,10.6,NULL,1021.8,NULL
New York City,2020-02-24,8.7,4.4,16.7,0.0,0.0,270.0,6.6,NULL,1017.0,NULL
New York City,2020-02-25,8.5,7.2,9.4,4.1,0.0,311.0,6.3,NULL,1012.2,NULL
New York City,2020-02-26,7.8,7.2,8.3,0.3,0.0,49.0,14.9,NULL,1012.0,NULL
New York City,2020-02-27,4.9,0.6,7.2,8.1,0.0,280.0,28.9,NULL,1001.2,NULL
New York City,2020-02-28,2.1,-1.1,5.6,0.0,0.0,262.0,28.0,NULL,1010.7,NULL
New York City,2020-02-29,0.4,-1.7,3.3,0.0,0.0,283.0,12.5,NULL,1012.8,NULL
New York City,2020-03-01,2.4,-2.8,8.9,0.0,0.0,273.0,10.2,NULL,1020.5,NULL
New York City,2020-03-02,9.1,3.9,14.4,0.0,0.0,184.0,10.4,NULL,1015.0,NULL
New York City,2020-03-03,10.9,8.9,13.3,6.1,0.0,194.0,9.6,NULL,1004.3,NULL
New York City,2020-03-04,10.2,7.2,13.9,0.0,0.0,266.0,19.5,NULL,1007.3,NULL
New York City,2020-03-05,7.6,4.4,12.2,0.0,0.0,307.0,7.9,NULL,1018.8,NULL
New York City,2020-03-06,5.5,3.9,7.8,9.1,0.0,30.0,13.1,NULL,1012.8,NULL
New York City,2020-03-07,5.9,3.3,11.1,0.0,0.0,330.0,7.8,NULL,1021.9,NULL
New York City,2020-03-08,8.0,2.2,15.0,0.0,0.0,246.0,13.6,NULL,1030.0,NULL
New York City,2020-03-09,13.4,6.7,21.7,0.0,0.0,264.0,15.1,NULL,1027.1,NULL
New York City,2020-03-10,14.5,11.1,17.2,0.0,0.0,267.0,17.5,NULL,1018.5,NULL
New York City,2020-03-11,10.8,7.0,14.4,0.0,0.0,3.0,11.2,NULL,1018.4,NULL
New York City,2020-03-12,8.2,6.7,8.9,0.3,0.0,43.0,11.1,NULL,1020.7,NULL
New York City,2020-03-13,13.1,8.9,20.6,7.4,0.0,224.0,21.2,NULL,1012.0,NULL
New York City,2020-03-14,10.1,7.0,15.0,0.0,0.0,305.0,21.2,NULL,1025.2,NULL
New York City,2020-03-15,9.1,6.7,13.9,0.0,0.0,5.0,8.7,NULL,1030.5,NULL
New York City,2020-03-16,5.2,1.7,7.8,0.0,0.0,65.0,17.9,NULL,1034.6,NULL
New York City,2020-03-17,8.3,5.6,11.7,5.6,0.0,203.0,10.4,NULL,1023.2,NULL
New York City,2020-03-18,8.8,6.1,12.2,0.0,0.0,162.0,8.3,NULL,1030.6,NULL
New York City,2020-03-19,8.3,6.1,10.6,28.4,0.0,34.0,14.3,NULL,1024.8,NULL
New York City,2020-03-20,13.6,8.3,22.8,0.0,0.0,268.0,9.4,NULL,1014.8,NULL
New York City,2020-03-21,10.6,6.7,18.9,0.0,0.0,348.0,10.2,NULL,1024.1,NULL
New York City,2020-03-22,5.0,2.2,8.3,0.0,0.0,58.0,19.6,NULL,1036.7,NULL
New York City,2020-03-23,4.3,3.9,5.6,28.7,0.0,46.0,21.4,NULL,1026.9,NULL
New York City,2020-03-24,8.1,3.3,14.4,0.0,0.0,343.0,8.8,NULL,1019.5,NULL
New York City,2020-03-25,6.5,5.6,7.2,0.3,0.0,38.0,21.1,NULL,1018.6,NULL
New York City,2020-03-26,8.7,4.4,15.6,0.0,0.0,57.0,9.6,NULL,1015.8,NULL
New York City,2020-03-27,14.2,10.0,21.1,0.0,0.0,289.0,6.9,NULL,1011.2,NULL
New York City,2020-03-28,9.5,7.8,12.8,5.8,0.0,41.0,18.7,NULL,1018.9,NULL
New York City,2020-03-29,7.9,7.2,8.3,0.3,0.0,30.0,25.2,NULL,1014.1,NULL
New York City,2020-03-30,8.4,6.7,10.0,2.8,0.0,60.0,9.8,NULL,1014.1,NULL
New York City,2020-03-31,6.7,5.6,7.8,0.8,0.0,105.0,11.7,NULL,1016.2,NULL
New York City,2020-04-01,8.7,4.4,14.4,0.0,0.0,20.0,13.1,NULL,1009.5,NULL
New York City,2020-04-02,10.0,4.4,16.1,0.0,0.0,321.0,5.4,NULL,1005.8,NULL
New York City,2020-04-03,10.2,7.8,11.7,1.3,0.0,339.0,8.3,NULL,1005.4,NULL
New York City,2020-04-04,11.0,8.3,16.1,0.0,0.0,54.0,10.7,NULL,1015.1,NULL
New York City,2020-04-05,11.3,7.8,18.3,0.0,0.0,307.0,6.3,NULL,1016.9,NULL
New York City,2020-04-06,13.7,10.0,18.3,1.5,0.0,342.0,8.5,NULL,1016.0,NULL
New York City,2020-04-07,14.0,10.0,18.9,0.0,0.0,226.0,9.3,NULL,1012.4,NULL
New York City,2020-04-08,14.2,10.0,19.4,5.6,0.0,281.0,7.8,NULL,1001.7,NULL
New York City,2020-04-09,10.9,8.3,14.4,1.5,0.0,244.0,7.3,NULL,996.0,NULL
New York City,2020-04-10,7.2,4.4,9.4,0.0,0.0,277.0,14.6,NULL,997.6,NULL
New York City,2020-04-11,9.2,4.4,13.9,0.0,0.0,280.0,10.1,NULL,1012.5,NULL
New York City,2020-04-12,12.3,7.8,18.3,0.0,0.0,81.0,7.0,NULL,1020.7,NULL
New York City,2020-04-13,14.6,12.2,18.3,42.9,0.0,190.0,16.4,NULL,1008.0,NULL
New York City,2020-04-14,11.8,8.9,16.1,0.0,0.0,277.0,9.5,NULL,1016.4,NULL
New York City,2020-04-15,9.5,6.1,12.8,0.0,0.0,285.0,10.7,NULL,1014.7,NULL
New York City,2020-04-16,8.2,5.0,11.1,0.0,0.0,276.0,14.2,NULL,1018.7,NULL
New York City,2020-04-17,6.5,3.3,10.0,1.8,0.0,248.0,14.6,NULL,1022.9,NULL
New York City,2020-04-18,7.5,6.7,8.9,4.1,0.0,351.0,10.4,NULL,1009.8,NULL
New York City,2020-04-19,10.4,4.4,16.1,0.0,0.0,255.0,16.5,NULL,1011.5,NULL
New York City,2020-04-20,11.9,9.4,13.9,0.0,0.0,7.0,6.9,NULL,1004.7,NULL
New York City,2020-04-21,10.2,6.7,15.0,4.3,0.0,226.0,11.0,NULL,1002.4,NULL
New York City,2020-04-22,7.7,3.3,12.8,0.0,0.0,289.0,10.1,NULL,1011.3,NULL
New York City,2020-04-23,7.6,5.6,11.7,3.6,0.0,329.0,5.9,NULL,1017.5,NULL
New York City,2020-04-24,8.5,6.7,10.0,15.0,0.0,35.0,16.1,NULL,1008.4,NULL
New York City,2020-04-25,11.8,7.8,18.3,0.0,0.0,259.0,6.4,NULL,1017.2,NULL
New York City,2020-04-26,9.3,7.2,10.6,2.8,0.0,51.0,20.1,NULL,1012.1,NULL
New York City,2020-04-27,7.8,5.6,10.6,0.0,0.0,356.0,8.2,NULL,1012.9,NULL
New York City,2020-04-28,11.8,5.6,19.4,0.0,0.0,330.0,7.5,NULL,1019.8,NULL
New York City,2020-04-29,10.8,8.9,13.3,0.3,0.0,51.0,19.9,NULL,1022.8,NULL
New York City,2020-04-30,12.5,10.6,15.0,11.9,0.0,75.0,20.6,NULL,1016.7,NULL
New York City,2020-05-01,14.6,11.7,19.4,3.0,0.0,39.0,4.6,NULL,1006.5,NULL
New York City,2020-05-02,17.3,11.1,23.3,0.0,0.0,298.0,6.5,NULL,1013.3,NULL
New York City,2020-05-03,18.9,12.8,26.1,1.3,0.0,260.0,11.0,NULL,1008.1,NULL
New York City,2020-05-04,17.7,11.1,22.8,0.0,0.0,325.0,7.0,NULL,1006.1,NULL
New York City,2020-05-05,13.1,8.3,18.3,0.0,0.0,299.0,7.2,NULL,1012.5,NULL
New York City,2020-05-06,10.5,8.3,12.8,3.8,0.0,36.0,14.2,NULL,1010.6,NULL
New York City,2020-05-07,13.9,8.3,20.6,0.0,0.0,271.0,12.9,NULL,1008.1,NULL
New York City,2020-05-08,10.5,7.8,15.6,10.9,0.0,350.0,7.7,NULL,1008.5,NULL
New York City,2020-05-09,6.0,2.2,9.4,0.0,0.0,289.0,10.3,NULL,1010.8,NULL
New York City,2020-05-10,11.1,4.4,17.8,0.0,0.0,260.0,23.9,NULL,1017.8,NULL
New York City,2020-05-11,12.0,8.9,16.1,1.0,0.0,252.0,12.4,NULL,1011.8,NULL
New York City,2020-05-12,11.6,7.2,16.7,0.0,0.0,294.0,6.7,NULL,1016.6,NULL
New York City,2020-05-13,11.9,6.1,18.9,0.0,0.0,311.0,8.6,NULL,1025.0,NULL
New York City,2020-05-14,14.9,10.0,18.9,0.0,0.0,296.0,7.1,NULL,1024.3,NULL
New York City,2020-05-15,21.1,15.6,27.2,0.5,0.0,260.0,13.7,NULL,1013.9,NULL
New York City,2020-05-16,21.0,17.8,25.0,0.0,0.0,303.0,5.7,NULL,1016.6,NULL
New York City,2020-05-17,15.6,13.3,18.9,0.0,0.0,118.0,13.5,NULL,1024.9,NULL
New York City,2020-05-18,16.3,13.3,20.6,0.0,0.0,52.0,13.7,NULL,1021.0,NULL
New York City,2020-05-19,15.7,12.8,19.4,0.0,0.0,47.0,24.1,NULL,1023.9,NULL
New York City,2020-05-20,14.2,11.1,18.9,0.0,0.0,64.0,18.6,NULL,1030.2,NULL
New York City,2020-05-21,14.1,10.0,19.4,0.0,0.0,115.0,9.5,NULL,1029.0,NULL
New York City,2020-05-22,17.6,12.8,24.4,0.8,0.0,305.0,4.6,NULL,1021.5,NULL
New York City,2020-05-23,16.4,13.9,19.4,20.1,0.0,32.0,14.1,NULL,1016.6,NULL
New York City,2020-05-24,15.6,12.2,21.1,0.0,0.0,54.0,16.8,NULL,1024.0,NULL
New York City,2020-05-25,17.0,13.3,22.8,0.0,0.0,34.0,9.1,NULL,1023.3,NULL
New York City,2020-05-26,18.0,14.4,23.9,0.0,0.0,245.0,8.1,NULL,1023.2,NULL
New York City,2020-05-27,18.5,15.0,24.4,0.0,0.0,321.0,5.7,NULL,1023.7,NULL
New York City,2020-05-28,20.0,16.7,23.9,0.0,0.0,110.0,6.9,NULL,1021.5,NULL
New York City,2020-05-29,22.8,18.3,27.2,0.0,0.0,186.0,5.6,NULL,1015.6,NULL
New York City,2020-05-30,23.4,19.4,28.3,0.8,0.0,276.0,9.2,NULL,1012.0,NULL
New York City,2020-05-31,18.8,14.4,22.8,0.0,0.0,326.0,7.2,NULL,1017.6,NULL
New York City,2020-06-01,17.4,11.7,23.3,0.0,0.0,317.0,8.5,NULL,1021.8,NULL
New York City,2020-06-02,19.3,15.0,23.3,3.6,0.0,268.0,9.9,NULL,1015.4,NULL
New York City,2020-06-03,21.0,16.1,26.1,20.3,0.0,265.0,11.7,NULL,1005.1,NULL
New York City,2020-06-04,23.8,19.4,30.6,3.3,0.0,253.0,6.9,NULL,1010.5,NULL
New York City,2020-06-05,22.5,20.0,28.3,4.8,0.0,264.0,7.9,NULL,1012.5,NULL
New York City,2020-06-06,24.8,21.0,30.0,0.0,0.0,259.0,5.2,NULL,1008.2,NULL
New York City,2020-06-07,22.4,17.8,26.7,0.0,0.0,328.0,7.0,NULL,1012.0,NULL
New York City,2020-06-08,21.8,17.2,27.8,0.0,0.0,319.0,8.3,NULL,1016.0,NULL
New York City,2020-06-09,24.5,18.3,30.6,0.0,0.0,247.0,10.4,NULL,1013.9,NULL
New York City,2020-06-10,24.4,21.7,28.3,0.0,0.0,138.0,10.6,NULL,1014.7,NULL
New York City,2020-06-11,23.4,21.7,27.2,2.0,0.0,250.0,9.6,NULL,1015.6,NULL
New York City,2020-06-12,25.0,20.6,29.4,0.0,0.0,265.0,7.4,NULL,1017.9,NULL
New York City,2020-06-13,21.0,16.7,25.6,0.0,0.0,337.0,9.6,NULL,1021.5,NULL
New York City,2020-06-14,18.9,14.4,24.4,0.0,0.0,70.0,13.1,NULL,1027.8,NULL
New York City,2020-06-15,19.6,17.2,23.3,0.0,0.0,77.0,13.8,NULL,1029.1,NULL
New York City,2020-06-16,20.5,17.2,25.0,0.0,0.0,54.0,12.5,NULL,1028.0,NULL
New York City,2020-06-17,20.6,17.8,26.1,0.0,0.0,61.0,16.1,NULL,1024.6,NULL
New York City,2020-06-18,21.0,18.9,24.4,0.3,0.0,97.0,11.7,NULL,1021.9,NULL
New York City,2020-06-19,22.3,18.3,27.2,0.0,0.0,212.0,8.5,NULL,1020.1,NULL
New York City,2020-06-20,24.2,20.6,29.4,0.0,0.0,256.0,7.1,NULL,1017.9,NULL
New York City,2020-06-21,24.8,20.6,30.0,0.0,0.0,240.0,6.2,NULL,1016.0,NULL
New York City,2020-06-22,26.1,21.7,32.2,0.0,0.0,200.0,9.3,NULL,1014.0,NULL
New York City,2020-06-23,25.6,22.8,28.9,0.0,0.0,159.0,9.0,NULL,1008.9,NULL
New York City,2020-06-24,26.4,23.3,30.0,0.0,0.0,268.0,12.8,NULL,1006.5,NULL
New York City,2020-06-25,25.1,22.2,29.4,0.0,0.0,232.0,8.6,NULL,1014.2,NULL
New York City,2020-06-26,25.5,20.6,30.6,0.0,0.0,264.0,8.8,NULL,1014.0,NULL
New York City,2020-06-27,24.1,21.7,26.1,2.5,0.0,263.0,8.0,NULL,1009.1,NULL
New York City,2020-06-28,25.8,22.2,31.1,0.0,0.0,243.0,7.9,NULL,1006.9,NULL
New York City,2020-06-29,25.3,21.7,31.7,0.0,0.0,338.0,6.3,NULL,1009.2,NULL
New York City,2020-06-30,23.1,20.6,27.2,36.6,0.0,35.0,5.9,NULL,1012.1,NULL
New York City,2020-07-01,22.8,19.4,25.6,5.8,0.0,3.0,9.0,NULL,1011.7,NULL
New York City,2020-07-02,26.4,21.1,32.2,0.0,0.0,330.0,11.5,NULL,1009.9,NULL
New York City,2020-07-03,27.8,23.3,32.8,28.2,0.0,329.0,6.2,NULL,1010.1,NULL
New York City,2020-07-04,24.6,21.1,31.1,0.0,0.0,87.0,10.7,NULL,1013.1,NULL
New York City,2020-07-05,26.9,22.2,33.9,0.0,0.0,254.0,6.6,NULL,1014.0,NULL
New York City,2020-07-06,26.1,22.2,33.9,14.7,0.0,282.0,8.6,NULL,1016.7,NULL
New York City,2020-07-07,25.0,22.8,27.8,0.0,0.0,117.0,11.8,NULL,1019.1,NULL
New York City,2020-07-08,25.8,23.9,30.0,29.2,0.0,268.0,5.6,NULL,1016.2,NULL
New York City,2020-07-09,26.7,23.3,31.7,0.0,0.0,234.0,8.5,NULL,1015.6,NULL
New York City,2020-07-10,24.3,23.3,25.6,70.6,0.0,52.0,19.8,NULL,1010.4,NULL
New York City,2020-07-11,26.1,23.3,30.6,22.6,0.0,222.0,14.1,NULL,1005.3,NULL
New York City,2020-07-12,27.3,22.8,32.2,0.0,0.0,261.0,14.9,NULL,1006.4,NULL
New York City,2020-07-13,27.2,22.8,32.2,1.3,0.0,262.0,9.7,NULL,1008.9,NULL
New York City,2020-07-14,27.0,22.2,31.7,0.0,0.0,314.0,7.3,NULL,1014.0,NULL
New York City,2020-07-15,25.0,22.8,28.9,0.0,0.0,92.0,12.9,NULL,1021.5,NULL
New York City,2020-07-16,23.5,21.7,26.1,0.0,0.0,136.0,13.1,NULL,1025.7,NULL
New York City,2020-07-17,24.9,21.1,31.1,1.8,0.0,204.0,8.3,NULL,1020.0,NULL
New York City,2020-07-18,28.3,23.9,35.0,0.0,0.0,316.0,4.3,NULL,1017.4,NULL
New York City,2020-07-19,29.0,24.4,35.0,0.0,0.0,231.0,10.5,NULL,1013.7,NULL
New York City,2020-07-20,30.4,26.7,35.0,0.0,0.0,267.0,9.5,NULL,1010.9,NULL
New York City,2020-07-21,29.4,26.7,33.9,0.0,0.0,261.0,6.3,NULL,1015.7,NULL
New York City,2020-07-22,27.8,23.3,34.4,24.9,0.0,281.0,6.9,NULL,1016.3,NULL
New York City,2020-07-23,26.6,23.3,31.7,0.0,0.0,244.0,11.6,NULL,1016.5,NULL
New York City,2020-07-24,25.0,23.3,26.7,54.4,0.0,38.0,10.4,NULL,1018.0,NULL
New York City,2020-07-25,27.5,23.9,32.2,0.0,0.0,253.0,7.6,NULL,1018.6,NULL
New York City,2020-07-26,29.5,25.0,34.4,0.0,0.0,249.0,12.5,NULL,1015.4,NULL
New York City,2020-07-27,30.3,25.6,35.0,0.0,0.0,253.0,13.2,NULL,1010.2,NULL
New York City,2020-07-28,29.8,26.7,33.3,3.6,0.0,262.0,10.8,NULL,1008.9,NULL
New York City,2020-07-29,29.0,25.0,32.8,0.0,0.0,282.0,5.9,NULL,1012.5,NULL
New York City,2020-07-30,29.2,25.6,33.3,0.0,0.0,259.0,8.2,NULL,1010.9,NULL
New York City,2020-07-31,24.7,22.2,28.3,27.9,0.0,14.0,8.2,NULL,1009.9,NULL
New York City,2020-08-01,27.2,23.3,32.8,0.0,0.0,240.0,8.3,NULL,1013.4,NULL
New York City,2020-08-02,28.1,25.0,32.2,0.0,0.0,169.0,13.1,NULL,1012.9,NULL
New York City,2020-08-03,28.4,23.9,32.8,8.6,0.0,258.0,12.4,NULL,1015.8,NULL
New York City,2020-08-04,25.1,22.2,27.2,18.3,0.0,20.0,19.1,NULL,1011.3,NULL
New York City,2020-08-05,27.3,23.9,31.7,0.0,0.0,258.0,11.5,NULL,1015.7,NULL
New York City,2020-08-06,25.5,23.9,28.3,0.0,0.0,7.0,7.5,NULL,1019.3,NULL
New York City,2020-08-07,24.2,21.1,27.2,15.2,0.0,62.0,11.4,NULL,1019.9,NULL
New York City,2020-08-08,25.1,22.8,30.6,0.0,0.0,57.0,8.2,NULL,1020.6,NULL
New York City,2020-08-09,26.4,22.8,31.1,0.0,0.0,220.0,9.8,NULL,1019.5,NULL
New York City,2020-08-10,28.4,24.0,33.3,0.0,0.0,230.0,12.6,NULL,1016.0,NULL
New York City,2020-08-11,28.0,25.0,31.7,1.0,0.0,229.0,9.1,NULL,1014.7,NULL
New York City,2020-08-12,27.8,25.6,33.3,0.0,0.0,223.0,9.4,NULL,1015.8,NULL
New York City,2020-08-13,25.5,23.3,26.1,12.4,0.0,42.0,8.6,NULL,1018.5,NULL
New York City,2020-08-14,27.3,23.9,31.7,0.0,0.0,48.0,13.8,NULL,1016.1,NULL
New York City,2020-08-15,25.8,23.3,30.0,0.0,0.0,44.0,17.6,NULL,1016.0,NULL
New York City,2020-08-16,21.4,20.6,22.8,3.6,0.0,33.0,19.0,NULL,1014.6,NULL
New York City,2020-08-17,23.1,20.0,28.9,0.3,0.0,232.0,8.5,NULL,1012.8,NULL
New York City,2020-08-18,24.3,19.4,30.0,7.1,0.0,256.0,7.1,NULL,1011.1,NULL
New York City,2020-08-19,23.4,20.6,26.7,5.3,0.0,18.0,7.6,NULL,1013.5,NULL
New York City,2020-08-20,24.1,19.4,29.4,0.0,0.0,289.0,7.4,NULL,1017.2,NULL
New York City,2020-08-21,25.4,20.6,31.1,0.0,0.0,246.0,12.8,NULL,1014.7,NULL
New York City,2020-08-22,26.7,23.3,31.7,0.0,0.0,249.0,10.2,NULL,1013.9,NULL
New York City,2020-08-23,26.4,23.3,31.7,0.0,0.0,232.0,8.8,NULL,1017.2,NULL
New York City,2020-08-24,27.8,23.9,32.2,0.0,0.0,258.0,7.8,NULL,1015.4,NULL
New York City,2020-08-25,27.6,23.9,32.8,0.0,0.0,260.0,12.6,NULL,1009.9,NULL
New York City,2020-08-26,24.3,20.6,28.3,0.0,0.0,307.0,3.3,NULL,1013.4,NULL
New York City,2020-08-27,26.3,21.1,32.8,8.6,0.0,268.0,11.3,NULL,1008.5,NULL
New York City,2020-08-28,25.5,22.2,31.1,0.5,0.0,247.0,11.2,NULL,1009.6,NULL
New York City,2020-08-29,24.6,22.8,27.8,0.0,0.0,242.0,12.4,NULL,1002.8,NULL
New York City,2020-08-30,24.4,20.6,28.9,0.0,0.0,299.0,4.8,NULL,1006.7,NULL
New York City,2020-08-31,22.8,20.6,25.6,0.0,0.0,62.0,10.7,NULL,1018.2,NULL
New York City,2020-09-01,23.2,19.4,27.8,3.0,0.0,90.0,12.1,NULL,1019.7,NULL
New York City,2020-09-02,24.3,21.7,27.8,2.8,0.0,137.0,9.0,NULL,1013.0,NULL
New York City,2020-09-03,26.2,23.3,32.2,21.6,0.0,312.0,6.4,NULL,1008.8,NULL
New York City,2020-09-04,26.0,21.7,31.7,0.0,0.0,282.0,7.2,NULL,1011.6,NULL
New York City,2020-09-05,24.1,20.6,28.3,0.0,0.0,301.0,9.5,NULL,1021.3,NULL
