city,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
New York City,2022-01-19,2.3,-4.8,7.5,0.0,0.0,206.0,16.8,NULL,1018.4,NULL
New York City,2022-01-20,-0.1,-7.5,4.2,7.8,0.0,315.0,18.1,NULL,1021.6,NULL
New York City,2022-01-21,-8.7,-12.1,-5.2,0.0,0.0,2.0,20.2,NULL,1033.2,NULL
New York City,2022-01-22,-6.5,-12.0,-1.4,0.0,0.0,347.0,12.6,NULL,1027.2,NULL
New York City,2022-01-23,-2.0,-5.4,2.5,0.1,0.0,239.0,12.1,NULL,1012.9,NULL
New York City,2022-01-24,-1.8,-3.9,0.4,0.1,0.0,339.0,10.5,NULL,1011.8,NULL
New York City,2022-01-25,1.3,-3.9,6.6,0.0,0.0,260.0,12.2,NULL,1014.3,NULL
New York City,2022-01-26,-5.6,-7.6,-2.8,0.0,0.0,336.0,14.5,NULL,1027.4,NULL
New York City,2022-01-27,-4.5,-9.2,0.4,0.0,0.0,145.0,11.0,NULL,1029.2,NULL
New York City,2022-01-28,-1.2,-2.9,0.9,2.0,0.0,294.0,8.8,NULL,1019.6,NULL
New York City,2022-01-29,-8.8,-12.4,-1.9,17.6,130.0,334.0,29.7,NULL,1007.4,NULL
New York City,2022-01-30,-10.3,-12.7,-6.1,0.0,150.0,282.0,14.9,NULL,1016.3,NULL
New York City,2022-01-31,-10.7,-16.1,-4.6,0.0,150.0,13.0,8.6,NULL,1027.7,NULL
New York City,2022-02-01,-3.2,-12.3,4.4,0.0,130.0,34.0,13.0,NULL,1034.0,NULL
New York City,2022-02-02,4.1,1.1,8.3,0.0,100.0,36.0,8.6,NULL,1030.6,NULL
New York City,2022-02-03,6.9,5.0,10.0,8.7,50.0,314.0,4.8,NULL,1023.5,NULL
New York City,2022-02-04,5.2,-1.1,12.8,13.7,0.0,0.0,11.1,NULL,1013.3,NULL
New York City,2022-02-05,-2.7,-5.0,0.6,0.1,0.0,331.0,5.8,NULL,1025.0,NULL
New York City,2022-02-06,-2.7,-6.7,1.7,0.0,0.0,75.0,9.2,NULL,1036.0,NULL
New York City,2022-02-07,2.3,0.6,3.9,4.2,0.0,44.0,9.5,NULL,1025.1,NULL
New York City,2022-02-08,4.0,0.6,8.9,0.4,0.0,274.0,9.7,NULL,1014.4,NULL
New York City,2022-02-09,3.1,-1.1,7.8,0.0,0.0,234.0,8.5,NULL,1017.7,NULL
New York City,2022-02-10,7.4,3.9,12.2,0.1,0.0,268.0,12.0,NULL,1012.2,NULL
New York City,2022-02-11,8.3,-1.2,13.3,0.0,0.0,230.0,8.2,NULL,1014.8,NULL
New York City,2022-02-12,11.0,6.7,13.9,0.0,0.0,266.0,14.0,NULL,1014.4,NULL
New York City,2022-02-13,1.3,-1.7,6.1,4.5,30.0,42.0,10.4,NULL,1019.9,NULL
New York City,2022-02-14,-4.0,-6.7,-0.6,0.0,30.0,294.0,9.6,NULL,1022.1,NULL
New York City,2022-02-15,-3.3,-7.2,1.1,0.2,0.0,251.0,11.6,NULL,1037.1,NULL
New York City,2022-02-16,3.1,-1.7,6.7,0.0,0.0,217.0,9.8,NULL,1037.3,NULL
New York City,2022-02-17,13.1,8.9,17.8,3.2,0.0,246.0,15.2,NULL,1019.5,NULL
New York City,2022-02-18,7.9,-0.6,15.6,10.3,0.0,284.0,14.2,NULL,1007.4,NULL
New York City,2022-02-19,0.3,-2.8,5.6,0.0,0.0,274.0,13.3,NULL,1017.6,NULL
New York City,2022-02-20,-1.0,-5.0,3.9,0.0,0.0,239.0,14.0,NULL,1029.9,NULL
New York City,2022-02-21,5.3,0.6,12.8,0.0,0.0,240.0,8.1,NULL,1027.6,NULL
New York City,2022-02-22,8.9,3.9,13.9,6.5,0.0,18.0,13.5,NULL,1023.0,NULL
New York City,2022-02-23,13.8,3.9,19.4,0.0,0.0,277.0,12.1,NULL,1016.1,NULL
New York City,2022-02-24,1.1,0.0,2.8,0.2,0.0,30.0,11.5,NULL,1030.6,NULL
New York City,2022-02-25,1.7,-1.7,6.1,11.2,0.0,354.0,14.8,NULL,1020.9,NULL
New York City,2022-02-26,-0.1,-3.3,3.9,0.0,0.0,264.0,12.0,NULL,1028.9,NULL
New York City,2022-02-27,3.5,-1.1,9.4,0.7,0.0,273.0,18.9,NULL,1017.1,NULL
New York City,2022-02-28,1.3,-1.1,4.4,0.0,0.0,317.0,8.9,NULL,1024.1,NULL
New York City,2022-03-01,4.4,0.6,7.8,0.2,0.0,202.0,10.7,NULL,1020.9,NULL
New York City,2022-03-02,7.9,5.0,12.2,0.0,0.0,266.0,9.4,NULL,1015.0,NULL
New York City,2022-03-03,4.7,-3.0,7.2,1.9,0.0,295.0,10.3,NULL,1018.2,NULL
New York City,2022-03-04,-0.4,-5.0,4.4,0.0,0.0,250.0,11.8,NULL,1032.9,NULL
New York City,2022-03-05,4.1,0.6,7.8,0.0,0.0,200.0,7.7,NULL,1031.9,NULL
New York City,2022-03-06,12.4,6.1,18.3,1.9,0.0,284.0,15.1,NULL,1017.6,NULL
New York City,2022-03-07,17.8,13.9,20.6,4.1,0.0,262.0,15.5,NULL,1007.1,NULL
New York City,2022-03-08,7.3,5.0,11.7,0.2,0.0,308.0,8.4,NULL,1017.7,NULL
New York City,2022-03-09,3.5,2.2,5.6,11.4,0.0,41.0,13.3,NULL,1017.7,NULL
New York City,2022-03-10,5.0,1.7,9.4,0.0,0.0,257.0,7.5,NULL,1021.2,NULL
New York City,2022-03-11,7.2,3.3,12.2,0.2,0.0,209.0,7.7,NULL,1017.7,NULL
New York City,2022-03-12,2.9,-3.3,8.3,13.8,0.0,324.0,6.5,NULL,999.2,NULL
New York City,2022-03-13,-1.4,-4.4,2.2,0.0,0.0,263.0,19.0,NULL,1020.7,NULL
New York City,2022-03-14,6.8,0.0,13.3,0.0,0.0,257.0,10.2,NULL,1028.3,NULL
New York City,2022-03-15,11.9,6.7,18.9,0.5,0.0,276.0,7.0,NULL,1023.4,NULL
New York City,2022-03-16,12.9,8.9,18.3,0.7,0.0,225.0,9.1,NULL,1022.3,NULL
New York City,2022-03-17,9.5,7.2,11.7,2.2,0.0,35.0,17.8,NULL,1016.9,NULL
New York City,2022-03-18,13.2,9.4,21.7,0.2,0.0,238.0,7.4,NULL,1015.6,NULL
New York City,2022-03-19,14.0,8.9,20.0,17.9,0.0,33.0,8.2,NULL,1010.1,NULL
New York City,2022-03-20,12.2,8.3,13.9,0.2,0.0,284.0,10.5,NULL,1008.8,NULL
New York City,2022-03-21,11.8,7.2,18.3,0.9,0.0,293.0,7.7,NULL,1017.4,NULL
New York City,2022-03-22,11.5,7.8,15.6,0.0,0.0,292.0,6.2,NULL,1021.2,NULL
New York City,2022-03-23,6.8,5.0,9.0,4.1,0.0,59.0,17.9,NULL,1023.5,NULL
New York City,2022-03-24,6.4,5.0,8.3,15.6,0.0,33.0,27.1,NULL,1013.1,NULL
New York City,2022-03-25,10.1,7.2,13.9,1.0,0.0,273.0,12.9,NULL,1003.4,NULL
New York City,2022-03-26,9.6,7.0,12.0,1.8,0.0,262.0,16.6,NULL,999.0,NULL
New York City,2022-03-27,5.1,1.1,8.3,0.2,0.0,280.0,11.3,NULL,1004.1,NULL
New York City,2022-03-28,-1.0,-3.3,1.7,1.7,0.0,301.0,9.6,NULL,1013.4,NULL
New York City,2022-03-29,0.4,-2.8,3.9,0.2,0.0,306.0,11.4,NULL,1020.5,NULL
New York City,2022-03-30,1.7,-2.8,6.3,0.0,0.0,246.0,11.8,NULL,1022.4,NULL
New York City,2022-03-31,13.1,4.9,17.9,3.0,0.0,193.0,24.7,NULL,1006.4,NULL
New York City,2022-04-01,11.1,5.6,15.3,1.5,0.0,279.0,25.0,NULL,1003.2,NULL
New York City,2022-04-02,5.6,1.4,11.0,0.0,0.0,268.0,16.4,NULL,1017.0,NULL
New York City,2022-04-03,5.7,3.9,8.0,5.3,0.0,187.0,10.4,NULL,1010.1,NULL
New York City,2022-04-04,7.3,3.1,12.3,0.0,0.0,305.0,17.5,NULL,1014.6,NULL
New York City,2022-04-05,6.9,3.3,10.8,0.3,0.0,137.0,9.5,NULL,1017.3,NULL
New York City,2022-04-06,8.8,6.9,11.1,17.7,0.0,42.0,23.9,NULL,1010.3,NULL
New York City,2022-04-07,9.4,7.8,11.1,21.2,0.0,60.0,23.0,NULL,1007.8,NULL
New York City,2022-04-08,13.2,9.4,17.2,14.7,0.0,266.0,10.8,NULL,1002.7,NULL
New York City,2022-04-09,10.5,8.3,13.3,4.2,0.0,273.0,10.2,NULL,1004.1,NULL
New York City,2022-04-10,8.7,6.1,11.7,1.1,0.0,300.0,7.0,NULL,1008.9,NULL
New York City,2022-04-11,9.8,5.6,15.0,0.4,0.0,239.0,7.1,NULL,1018.7,NULL
New York City,2022-04-12,14.4,8.9,22.8,0.7,0.0,277.0,7.1,NULL,1016.7,NULL
New York City,2022-04-13,15.3,11.7,19.4,0.2,0.0,42.0,10.0,NULL,1015.9,NULL
New York City,2022-04-14,20.1,13.9,28.3,3.9,0.0,298.0,9.9,NULL,1008.5,NULL
New York City,2022-04-15,15.4,11.1,20.6,0.2,0.0,230.0,12.5,NULL,1018.7,NULL
New York City,2022-04-16,14.8,8.3,21.1,1.7,0.0,269.0,10.9,NULL,1013.8,NULL
New York City,2022-04-17,8.7,6.1,12.2,0.9,0.0,307.0,6.9,NULL,1020.0,NULL
New York City,2022-04-18,8.0,5.6,10.6,5.2,0.0,58.0,16.7,NULL,1024.9,NULL
New York City,2022-04-19,7.8,5.6,10.0,22.7,0.0,296.0,20.7,NULL,1007.1,NULL
New York City,2022-04-20,10.6,6.1,16.7,0.0,0.0,283.0,13.5,NULL,1025.9,NULL
New York City,2022-04-21,11.1,8.3,13.9,2.4,0.0,156.0,13.4,NULL,1031.0,NULL
New York City,2022-04-22,15.9,11.1,21.7,0.0,0.0,284.0,7.7,NULL,1027.9,NULL
New York City,2022-04-23,13.6,11.1,16.7,0.2,0.0,36.0,10.7,NULL,1028.0,NULL
New York City,2022-04-24,12.8,9.4,16.7,0.0,0.0,79.0,12.6,NULL,1024.5,NULL
New York City,2022-04-25,11.3,8.9,13.9,0.2,0.0,76.0,12.5,NULL,1024.3,NULL
New York City,2022-04-26,12.8,11.1,15.0,2.6,0.0,47.0,9.3,NULL,1018.1,NULL
New York City,2022-04-27,11.2,7.2,13.9,0.7,0.0,299.0,7.3,NULL,1014.6,NULL
New York City,2022-04-28,9.7,5.6,15.6,0.2,0.0,324.0,6.5,NULL,1016.5,NULL
New York City,2022-04-29,11.9,6.1,18.3,0.2,0.0,299.0,7.5,NULL,1018.7,NULL
New York City,2022-04-30,13.4,8.3,20.6,0.7,0.0,276.0,7.6,NULL,1019.8,NULL
New York City,2022-05-01,13.8,9.4,20.0,1.8,0.0,114.0,9.1,NULL,1019.8,NULL
New York City,2022-05-02,12.4,11.7,13.3,5.6,0.0,40.0,12.0,NULL,1017.8,NULL
New York City,2022-05-03,13.3,11.1,17.2,0.0,0.0,68.0,12.3,NULL,1020.9,NULL
New York City,2022-05-04,13.1,10.0,17.8,3.1,0.0,15.0,8.6,NULL,1016.0,NULL
New York City,2022-05-05,17.3,13.9,21.7,0.4,0.0,308.0,6.8,NULL,1017.9,NULL
New York City,2022-05-06,13.2,10.6,15.6,19.5,0.0,51.0,9.4,NULL,1014.1,NULL
New York City,2022-05-07,9.7,8.9,11.0,16.5,0.0,35.0,26.7,NULL,1010.8,NULL
New York City,2022-05-08,11.4,8.3,15.0,3.9,0.0,36.0,22.8,NULL,1018.8,NULL
New York City,2022-05-09,14.8,9.4,21.1,0.0,0.0,39.0,23.2,NULL,1023.3,NULL
New York City,2022-05-10,16.3,12.2,21.7,0.5,0.0,40.0,22.3,NULL,1026.7,NULL
New York City,2022-05-11,16.5,13.3,22.8,0.0,0.0,46.0,14.7,NULL,1025.0,NULL
New York City,2022-05-12,17.0,13.3,21.1,0.0,0.0,19.0,11.7,NULL,1025.9,NULL
New York City,2022-05-13,16.8,14.0,21.1,2.5,0.0,41.0,11.6,NULL,1024.6,NULL
New York City,2022-05-14,16.8,13.9,20.6,7.0,0.0,297.0,5.7,NULL,1018.8,NULL
New York City,2022-05-15,18.4,14.0,25.6,0.2,0.0,323.0,4.8,NULL,1012.1,NULL
New York City,2022-05-16,19.9,17.2,24.0,2.0,0.0,249.0,8.0,NULL,1005.4,NULL
New York City,2022-05-17,19.4,14.4,25.0,0.0,0.0,274.0,9.5,NULL,1008.3,NULL
New York City,2022-05-18,17.9,13.9,22.8,0.0,0.0,289.0,7.3,NULL,1013.9,NULL
New York City,2022-05-19,15.2,12.8,20.0,14.5,0.0,100.0,7.5,NULL,1009.1,NULL
New York City,2022-05-20,16.8,13.3,20.6,1.4,0.0,54.0,11.6,NULL,1013.8,NULL
New York City,2022-05-21,23.4,16.0,32.2,0.0,0.0,272.0,5.9,NULL,1016.0,NULL
New York City,2022-05-22,26.4,23.3,31.1,5.7,0.0,253.0,8.0,NULL,1015.7,NULL
New York City,2022-05-23,20.6,16.7,24.4,0.2,0.0,30.0,10.2,NULL,1021.4,NULL
New York City,2022-05-24,17.2,15.0,20.6,3.4,0.0,93.0,13.0,NULL,1025.8,NULL
New York City,2022-05-25,16.1,13.9,20.6,0.5,0.0,84.0,10.6,NULL,1028.7,NULL
New York City,2022-05-26,17.2,13.9,20.6,0.0,0.0,146.0,11.6,NULL,1024.8,NULL
New York City,2022-05-27,20.5,17.8,26.1,7.5,0.0,223.0,5.9,NULL,1013.7,NULL
New York City,2022-05-28,20.8,18.0,24.4,10.2,0.0,264.0,7.7,NULL,1008.1,NULL
New York City,2022-05-29,21.2,17.2,26.1,0.0,0.0,288.0,6.1,NULL,1017.6,NULL
New York City,2022-05-30,23.7,17.8,30.0,0.0,0.0,264.0,6.2,NULL,1018.9,NULL
New York City,2022-05-31,27.7,20.0,33.9,0.0,0.0,328.0,8.4,NULL,1014.5,NULL
New York City,2022-06-01,18.2,16.1,21.3,1.3,0.0,96.0,15.9,NULL,1013.7,NULL
New York City,2022-06-02,20.3,16.2,27.2,21.3,0.0,220.0,6.4,NULL,1007.3,NULL
New York City,2022-06-03,20.5,18.3,24.8,0.4,0.0,55.0,7.6,NULL,1007.6,NULL
New York City,2022-06-04,20.6,14.5,25.6,0.0,0.0,336.0,7.4,NULL,1011.4,NULL
New York City,2022-06-05,20.9,17.2,25.6,0.5,0.0,166.0,10.0,NULL,1015.7,NULL
New York City,2022-06-06,22.2,18.3,26.7,0.0,0.0,230.0,12.0,NULL,1017.4,NULL
New York City,2022-06-07,21.0,17.8,25.6,1.9,0.0,212.0,14.9,NULL,1017.1,NULL
New York City,2022-06-08,24.1,19.4,28.9,2.4,0.0,259.0,12.8,NULL,1011.4,NULL
New York City,2022-06-09,23.9,20.6,28.3,8.6,0.0,283.0,13.0,NULL,1004.8,NULL
New York City,2022-06-10,22.3,17.2,26.7,0.2,0.0,260.0,10.3,NULL,1010.7,NULL
New York City,2022-06-11,21.9,19.4,24.4,0.3,0.0,168.0,8.1,NULL,1013.3,NULL
New York City,2022-06-12,20.0,18.0,23.9,7.6,0.0,195.0,9.9,NULL,1014.9,NULL
New York City,2022-06-13,24.4,20.0,30.0,0.7,0.0,277.0,5.8,NULL,1012.7,NULL
New York City,2022-06-14,24.1,21.1,28.3,0.0,0.0,50.0,10.4,NULL,1013.1,NULL
New York City,2022-06-15,22.8,19.4,27.2,0.0,0.0,116.0,9.8,NULL,1019.0,NULL
New York City,2022-06-16,20.1,17.2,22.2,4.4,0.0,184.0,12.7,NULL,1019.7,NULL
New York City,2022-06-17,26.1,19.9,32.2,0.2,0.0,264.0,10.9,NULL,1006.5,NULL
New York City,2022-06-18,19.3,16.0,21.5,0.0,0.0,317.0,25.2,NULL,1006.5,NULL
New York City,2022-06-19,17.8,13.4,22.7,0.0,0.0,321.0,23.1,NULL,1013.8,NULL
New York City,2022-06-20,20.0,13.6,26.6,0.0,0.0,299.0,13.1,NULL,1018.9,NULL
New York City,2022-06-21,20.2,15.2,25.3,1.8,0.0,254.0,6.4,NULL,1019.4,NULL
New York City,2022-06-22,19.0,17.1,21.7,15.9,0.0,132.0,16.7,NULL,1016.4,NULL
New York City,2022-06-23,19.5,17.3,22.2,0.5,0.0,131.0,14.9,NULL,1014.7,NULL
New York City,2022-06-24,20.3,15.3,24.5,0.0,0.0,192.0,9.1,NULL,1016.3,NULL
New York City,2022-06-25,24.1,18.5,31.2,0.0,0.0,235.0,9.8,NULL,1018.7,NULL
New York City,2022-06-26,24.7,20.4,29.6,0.0,0.0,205.0,18.4,NULL,1017.8,NULL
New York City,2022-06-27,23.7,21.3,27.8,12.5,0.0,222.0,15.4,NULL,1014.2,NULL
New York City,2022-06-28,22.2,19.4,27.5,0.0,0.0,316.0,11.0,NULL,1019.7,NULL
New York City,2022-06-29,23.0,17.0,28.3,0.6,0.0,229.0,9.0,NULL,1022.8,NULL
New York City,2022-06-30,25.9,21.1,31.7,1.2,0.0,254.0,8.8,NULL,1021.6,NULL
New York City,2022-07-01,27.3,22.2,33.3,0.0,0.0,256.0,11.0,NULL,1016.8,NULL
New York City,2022-07-02,27.4,24.4,31.1,15.4,0.0,267.0,8.0,NULL,1012.8,NULL
New York City,2022-07-03,26.8,23.9,30.0,0.0,0.0,16.0,7.4,NULL,1016.1,NULL
New York City,2022-07-04,25.0,20.0,29.4,0.5,0.0,271.0,7.1,NULL,1020.4,NULL
New York City,2022-07-05,24.6,21.7,30.0,0.8,0.0,237.0,10.8,NULL,1016.1,NULL
New York City,2022-07-06,26.8,23.3,31.1,0.0,0.0,287.0,10.9,NULL,1010.8,NULL
New York City,2022-07-07,24.5,21.7,27.8,0.4,0.0,92.0,14.3,NULL,1015.6,NULL
New York City,2022-07-08,23.3,20.6,28.9,2.2,0.0,296.0,5.5,NULL,1015.9,NULL
New York City,2022-07-09,25.1,22.8,29.4,0.5,0.0,348.0,8.3,NULL,1016.7,NULL
New York City,2022-07-10,23.8,20.6,28.3,0.0,0.0,120.0,13.3,NULL,1018.0,NULL
New York City,2022-07-11,23.4,19.4,27.8,0.0,0.0,219.0,12.1,NULL,1014.2,NULL
New York City,2022-07-12,26.2,21.1,31.7,16.9,0.0,237.0,15.8,NULL,1008.4,NULL
New York City,2022-07-13,27.6,21.9,32.8,0.0,0.0,273.0,7.1,NULL,1011.4,NULL
New York City,2022-07-14,27.3,22.8,32.2,0.2,0.0,14.0,6.4,NULL,1014.6,NULL
New York City,2022-07-15,25.8,23.3,28.9,0.1,0.0,113.0,12.7,NULL,1020.3,NULL
New York City,2022-07-16,24.8,22.8,28.9,3.4,0.0,126.0,7.9,NULL,1019.2,NULL
New York City,2022-07-17,25.7,22.2,29.4,0.3,0.0,266.0,6.1,NULL,1016.8,NULL
New York City,2022-07-18,26.7,24.0,28.9,4.6,0.0,247.0,8.3,NULL,1012.0,NULL
New York City,2022-07-19,28.6,23.3,33.9,0.0,0.0,262.0,14.9,NULL,1008.3,NULL
New York City,2022-07-20,29.9,25.6,33.9,0.2,0.0,234.0,9.6,NULL,1007.8,NULL
New York City,2022-07-21,29.7,26.0,34.4,5.6,0.0,253.0,12.3,NULL,1005.1,NULL
New York City,2022-07-22,29.7,26.1,34.4,0.0,0.0,261.0,9.3,NULL,1011.2,NULL
New York City,2022-07-23,30.1,26.1,35.6,0.0,0.0,287.0,5.9,NULL,1015.8,NULL
New York City,2022-07-24,30.7,26.1,35.0,0.7,0.0,247.0,13.2,NULL,1015.5,NULL
New York City,2022-07-25,28.1,26.7,30.0,4.8,0.0,264.0,10.8,NULL,1011.8,NULL
New York City,2022-07-26,25.8,23.3,29.4,0.2,0.0,277.0,10.1,NULL,1015.4,NULL
New York City,2022-07-27,25.9,23.3,30.6,0.9,0.0,267.0,7.9,NULL,1013.9,NULL
New York City,2022-07-28,26.7,23.2,29.9,6.6,0.0,222.0,12.3,NULL,1010.2,NULL
New York City,2022-07-29,26.7,22.8,30.2,0.0,0.0,251.0,11.4,NULL,1012.0,NULL
New York City,2022-07-30,26.8,22.6,31.7,0.0,0.0,325.0,12.9,NULL,1015.7,NULL
New York City,2022-07-31,24.6,19.8,28.4,0.1,0.0,114.0,11.6,NULL,1020.4,NULL
New York City,2022-08-01,23.4,21.1,25.8,2.7,0.0,159.0,9.0,NULL,1014.0,NULL
New York City,2022-08-02,26.7,21.8,32.5,0.0,0.0,225.0,10.6,NULL,1009.5,NULL
New York City,2022-08-03,25.7,21.3,31.3,0.0,0.0,276.0,13.3,NULL,1014.5,NULL
New York City,2022-08-04,27.4,22.1,31.9,0.0,0.0,204.0,16.2,NULL,1016.6,NULL
New York City,2022-08-05,27.5,23.7,32.1,0.0,0.0,231.0,12.0,NULL,1019.3,NULL
New York City,2022-08-06,28.2,23.6,32.8,1.0,0.0,230.0,12.8,NULL,1022.2,NULL
New York City,2022-08-07,28.6,26.0,31.7,2.4,0.0,246.0,14.2,NULL,1020.6,NULL
New York City,2022-08-08,29.5,25.6,33.9,0.2,0.0,243.0,12.0,NULL,1015.6,NULL
New York City,2022-08-09,30.8,26.7,36.1,12.1,0.0,272.0,11.1,NULL,1013.0,NULL
New York City,2022-08-10,27.5,25.0,30.6,0.1,0.0,46.0,10.0,NULL,1016.3,NULL
New York City,2022-08-11,26.6,23.8,31.8,7.5,0.0,315.0,6.3,NULL,1012.7,NULL
New York City,2022-08-12,25.2,21.6,29.1,0.0,0.0,23.0,9.1,NULL,1015.5,NULL
New York City,2022-08-13,22.6,18.1,27.3,0.0,0.0,29.0,8.9,NULL,1018.9,NULL
New York City,2022-08-14,22.3,17.7,25.9,0.0,0.0,222.0,10.1,NULL,1018.1,NULL
New York City,2022-08-15,22.7,18.2,27.0,0.0,0.0,196.0,7.5,NULL,1016.0,NULL
New York City,2022-08-16,22.9,18.6,27.7,0.2,0.0,72.0,15.3,NULL,1016.4,NULL
New York City,2022-08-17,23.0,18.8,26.9,0.2,0.0,16.0,8.8,NULL,1015.8,NULL
New York City,2022-08-18,24.0,17.9,29.9,0.0,0.0,281.0,6.8,NULL,1013.3,NULL
New York City,2022-08-19,24.9,19.0,31.0,0.7,0.0,230.0,10.3,NULL,1018.0,NULL
New York City,2022-08-20,25.6,21.9,29.8,0.3,0.0,201.0,10.1,NULL,1021.1,NULL
New York City,2022-08-21,24.5,20.5,27.5,0.2,0.0,159.0,9.6,NULL,1019.9,NULL
New York City,2022-08-22,23.1,21.9,24.6,20.6,0.0,95.0,9.0,NULL,1013.4,NULL
New York City,2022-08-23,23.7,20.3,27.9,1.1,0.0,269.0,9.0,NULL,1010.2,NULL
New York City,2022-08-24,25.1,20.2,31.2,0.4,0.0,251.0,8.3,NULL,1014.7,NULL
New York City,2022-08-25,25.5,20.2,31.0,1.1,0.0,253.0,7.2,NULL,1017.0,NULL
New York City,2022-08-26,25.5,22.0,29.8,5.8,0.0,232.0,9.0,NULL,1014.0,NULL
New York City,2022-08-27,25.0,21.1,29.9,0.0,0.0,11.0,10.8,NULL,1015.5,NULL
New York City,2022-08-28,24.3,22.2,27.3,0.4,0.0,95.0,13.3,NULL,1020.9,NULL
New York City,2022-08-29,25.0,22.0,28.2,0.2,0.0,200.0,9.4,NULL,1019.5,NULL
New York City,2022-08-30,25.3,22.1,29.2,3.3,0.0,209.0,14.0,NULL,1012.5,NULL
New York City,2022-08-31,24.9,21.2,29.3,3.7,0.0,294.0,6.4,NULL,1009.6,NULL
New York City,2022-09-01,24.5,19.9,30.2,0.2,0.0,282.0,10.0,NULL,1014.1,NULL
New York City,2022-09-02,20.7,16.1,24.8,0.0,0.0,107.0,13.1,NULL,1023.8,NULL
New York City,2022-09-03,22.3,18.3,25.9,0.2,0.0,122.0,9.1,NULL,1024.5,NULL
New York City,2022-09-04,24.6,20.6,28.9,0.0,0.0,236.0,9.2,NULL,1020.0,NULL
New York City,2022-09-05,24.0,21.6,27.5,2.8,0.0,262.0,7.9,NULL,1018.7,NULL
New York City,2022-09-06,22.2,20.3,23.7,15.4,0.0,47.0,9.2,NULL,1016.3,NULL
New York City,2022-09-07,20.8,19.1,23.0,0.4,0.0,42.0,17.9,NULL,1015.6,NULL
New York City,2022-09-08,20.8,18.0,24.3,0.2,0.0,51.0,11.2,NULL,1013.6,NULL
New York City,2022-09-09,20.5,16.6,25.3,1.4,0.0,52.0,12.3,NULL,1018.2,NULL
New York City,2022-09-10,21.4,16.0,26.8,0.2,0.0,253.0,7.7,NULL,1023.4,NULL
New York City,2022-09-11,20.8,18.9,23.2,11.1,0.0,278.0,8.5,NULL,1020.1,NULL
New York City,2022-09-12,23.3,20.9,27.3,2.5,0.0,240.0,7.5,NULL,1011.2,NULL
New York City,2022-09-13,22.8,20.2,25.9,9.8,0.0,283.0,9.7,NULL,1008.1,NULL
New York City,2022-09-14,20.9,16.2,27.0,0.4,0.0,285.0,9.4,NULL,1014.4,NULL
New York City,2022-09-15,19.1,16.4,21.9,7.1,0.0,338.0,6.8,NULL,1020.7,NULL
New York City,2022-09-16,17.9,12.5,24.3,0.2,0.0,307.0,8.1,NULL,1022.3,NULL
New York City,2022-09-17,19.9,17.2,22.0,0.5,0.0,110.0,12.0,NULL,1024.0,NULL
New York City,2022-09-18,22.7,17.7,28.8,0.0,0.0,253.0,16.7,NULL,1018.2,NULL
New York City,2022-09-19,23.3,19.3,29.6,2.5,0.0,242.0,11.6,NULL,1013.1,NULL
New York City,2022-09-20,21.8,18.3,25.4,0.0,0.0,291.0,8.2,NULL,1012.5,NULL
New York City,2022-09-21,20.6,16.5,25.8,0.0,0.0,238.0,8.8,NULL,1013.4,NULL
New York City,2022-09-22,19.9,14.8,24.7,11.5,0.0,271.0,10.1,NULL,1005.0,NULL
New York City,2022-09-23,13.5,10.7,17.0,0.0,0.0,342.0,5.7,NULL,1013.6,NULL
New York City,2022-09-24,14.6,10.1,20.4,0.2,0.0,285.0,10.3,NULL,1015.5,NULL
New York City,2022-09-25,18.1,12.6,24.1,2.3,0.0,237.0,11.2,NULL,1007.6,NULL
